X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,XC,y
0.462386721,-0.934141731,-0.339431008,0.275420689,-0.397763865,-0.974710819,-1.322739612,-0.528149385,0.268871717,1.041598775,-0.469466721,1.20258274,0.668782669,-0.61854795,-0.263890809,0.735500988,-0.41458823,-0.318884723,-2.325085905,0.460075241,-0.400407976,-1.459608278,-0.884684203,-1.164549572,0.615163871,1.511350311,0.738270594,0.554491808,-0.219663744,-0.920442132,A,1
-1.248464062,1.059229925,0.587504292,0.665750614,1.03387733,0.415624627,-0.3083345,-1.325457429,-1.098323437,0.337587026,0.01984734,-1.145915724,2.698450695,-0.391316059,-0.756948259,1.12059261,-1.575470713,-0.594587283,1.041542811,-1.942762422,-0.150074897,-0.799155232,1.595576428,-1.534158207,-0.349935407,0.799764611,0.120796618,-0.914697215,-1.4402812,0.668793495,E,0
-1.252729308,0.408562298,-0.590786164,-0.14863407,-2.160107527,0.316021615,0.938007743,0.509935129,1.587100451,-1.58887355,-0.393412711,-1.236188633,1.250941293,0.307571849,1.708540559,-0.671689496,0.127673882,0.166898741,-0.601383394,0.900299409,1.350203279,0.759706393,-0.830636371,-0.649865862,-2.056223131,-1.616880753,-0.385072092,1.127040437,-0.923133822,0.811733617,B,1
0.637365129,1.801988363,0.991555,0.070135882,-1.187648393,1.017777582,-0.156720969,-1.105186048,1.23168981,0.393049387,0.309584942,0.127805255,-0.097828182,0.085920989,0.829963053,-0.418472862,-0.150469569,-0.168339159,0.475349428,0.194599605,1.067288158,-0.421200184,0.900367139,1.29890071,-1.112356691,1.114819303,0.335621137,0.759690443,-2.318855153,0.20492603,E,0
-0.362484301,-0.231156864,0.756494908,-0.967411324,1.00980982,-0.247933019,-0.169459014,-0.559822162,1.62750988,-1.033638513,-0.687262042,-1.117495691,0.101287574,0.373169038,-1.204118612,-0.528326701,0.519938461,-0.121478066,0.583858227,0.870370155,1.29395638,1.061186155,0.707962142,-0.266953466,0.351584868,-0.258210269,-1.285564347,-0.577061495,0.018478765,-0.15013268,A,0
0.361191443,0.030492611,-0.162933846,-0.86487908,-1.810368671,0.754823762,1.783247876,-0.580596493,-0.271649493,-0.297340559,-0.107958557,1.440059743,1.516422071,-0.031135117,-0.188694824,-0.151297332,-1.595870006,-0.607066996,-0.061593401,1.193104722,-1.030644286,0.150820415,-0.357099176,1.338287996,-1.941951484,1.588656622,1.082111659,-0.822158871,0.794727851,-0.475445362,B,0
0.36639114,0.66414791,0.773825806,-0.873662313,-0.174225888,-0.216936879,-0.157432863,0.164110909,-0.473920949,0.958973459,-0.147728349,-0.468436327,0.025933535,-1.223207086,-2.405280466,-0.697809657,1.596867368,1.61124251,-0.787178228,0.175056661,-1.199400795,-0.209506014,-0.689270697,-0.795983958,-2.34496037,-0.54058522,2.323060601,1.450972372,0.241364144,-0.498722006,A,0
-1.099413286,-1.072538574,-1.277834478,2.041199901,-0.154482239,-1.519053447,-0.702358596,-0.686011707,-0.097132872,-0.887808977,2.134951003,1.296823511,0.060469253,-0.500498768,0.772167421,-0.709913288,-1.146156873,-0.3579583,-1.836156515,0.240855356,0.684908226,-1.054022763,-0.265533632,1.403219071,0.316964845,-1.140752042,1.640915117,-0.81191411,1.646126973,-2.271196265,D,0
0.051635124,0.717706615,0.675409525,0.576594432,-0.780767795,2.46198591,1.271649202,-0.235487138,1.147220692,0.330417957,-0.266003589,0.520658876,-1.270756382,-1.511180838,0.552836198,-0.772957311,2.272983927,0.661156227,-0.976867516,-0.543897857,0.095847881,1.413174062,-0.051827323,-0.565778211,-0.105248179,1.099992077,-2.866863261,0.299206932,-0.393704764,-0.43033292,C,0
-0.084210793,1.546346631,0.461793035,-0.663953101,1.514860762,0.916692894,-0.057788623,-1.051300357,0.941740809,-1.143407825,0.690385565,-0.374436791,2.2002258,2.010330605,-1.136655642,-0.11046548,-1.523585475,2.097617922,-0.797493061,-0.640018089,2.21035954,0.412661166,0.551016519,-0.548995047,-0.086826289,1.808485173,0.033847597,-1.396855795,2.084471754,0.236895152,E,0
1.267969436,1.863736855,-0.618207331,1.011096031,-1.045613966,-0.553332581,-2.962242372,-0.183424928,1.252294373,0.036371575,0.017247118,0.984835141,-0.910643655,-0.835842986,-1.072272422,1.234356118,-2.402368916,1.533922932,0.03638257,-0.399083858,1.198103956,-0.149554092,0.057110285,-0.090504953,-0.028237474,-0.597437334,0.09821044,-0.337065844,-2.110182677,-0.682983423,E,0
-0.451864656,-0.215381383,-0.428715848,-1.305202756,0.243082249,-0.471827722,-1.772632499,-0.612213622,-0.999988566,-0.002489633,0.790196059,-0.451809385,1.170590249,0.205204507,-1.440287682,0.064905864,-1.878626754,-0.535164038,-1.244238584,1.05884264,1.428312251,-0.75575267,-0.312487876,-0.772167774,-0.898789112,-0.18624255,-1.11628737,-0.210980464,0.229760574,1.538535394,B,1
2.461653228,-2.442679324,-0.542639426,0.736088345,-1.007249828,1.327677327,-0.368195616,-0.352664023,1.564391819,0.989738535,0.353077054,0.503855311,0.548855101,-0.026311239,-0.368400928,-1.55875529,-0.320791497,0.581959463,0.376138247,0.877621745,-1.082537099,0.967635251,0.68620274,-0.743961197,0.454671976,-0.76688633,0.926598571,-0.501898666,1.271013469,1.620889316,B,0
-0.529312323,2.674504798,1.322119567,0.950785835,1.360257599,1.718389403,-0.428280704,0.269799949,0.447783348,-0.154965353,2.065445342,0.236031872,-1.465480937,-0.969950359,-0.193705961,-1.878950937,0.042917455,0.106868986,-0.828288315,-0.097248652,0.503922047,-1.996173043,0.605836013,-0.282207715,0.565609384,-0.05043967,0.625389686,0.04819857,-0.04163306,1.090841662,C,0
0.737063733,-0.164032696,-1.282948264,-0.135339312,-0.228911423,0.896675375,0.501062409,-1.810129063,0.428898733,-0.116556603,-2.512358121,-2.286783766,1.220800994,1.075579483,0.261803793,-0.390643148,-0.688994382,0.859074862,-2.042210492,0.435746002,0.44825254,-0.179701555,-0.895294013,1.362705276,0.786665169,0.959684574,-0.915209043,-0.012728685,-0.519405595,-0.606370858,E,1
-0.178961679,1.069754399,2.362099512,0.837069947,0.751356032,0.333025085,-1.409616508,1.593470675,-0.17630699,1.460075055,0.684509503,1.305155904,0.036304381,-0.051053122,1.232305262,0.42486158,0.53492571,0.759086924,0.181826351,0.966630446,-0.105502875,-1.807570469,0.243886075,-1.236624822,0.515238545,0.001025057,0.023929369,-0.38430895,-0.17405902,-0.736255275,D,0
1.094758287,0.27744171,-1.230698694,-0.54229686,-0.004354474,0.389353461,1.638611892,-1.5194984,0.264459583,-1.004202618,-0.672862775,1.525751315,-1.681749197,-0.545213697,1.468614167,-0.696466655,0.150746617,0.594678304,-1.316774768,0.265643977,-0.6175809,-0.273694953,-1.015675061,1.80384939,1.508900114,-1.003866821,-0.189295837,-0.269631473,0.269741805,-0.652044639,D,1
-0.848351745,-0.279154457,-0.072811801,0.172944174,-1.438665465,1.374436347,-0.334345848,-1.677258152,0.684396138,-1.300225663,-0.884904817,-0.23452318,-0.119171224,-1.511204555,-1.043217977,-0.480611233,2.300012429,-0.582948225,-1.046966394,-1.02570855,1.236091288,-0.38753601,-1.677853602,2.751495923,1.336908638,0.057976985,-1.425917928,0.67231665,-1.811089199,0.056666135,C,1
-0.872025212,0.136140242,-0.683715831,1.63312074,-0.705836685,-1.07687959,-0.593325319,-0.141979215,0.016329267,0.912002915,-1.368127761,-0.134414556,-1.383700676,-0.172419619,0.523047654,1.849008664,-0.311363118,-0.43811082,-1.260558943,0.0086978,0.864250838,-0.028188059,-1.237037578,0.577038878,1.559325444,-0.280575617,1.270294699,0.056959353,-0.725324159,0.580390254,D,0
0.238421978,0.338772142,1.146007477,1.556009598,0.690027278,0.051481049,-0.772140969,1.066418611,-0.327406416,-0.30732753,0.372011846,-2.021404008,-0.215470336,0.561066085,0.907829313,-0.519181176,1.289510812,-0.106850612,0.390620757,-1.101018386,-0.052344011,1.194396053,0.614508747,0.567342271,0.084981873,0.683623884,0.020024242,-0.212955899,0.482213747,1.589978644,E,0
0.654778574,0.554189378,0.24551259,-0.116027653,-1.077199083,-0.379419885,0.806063672,-0.103870225,1.031109433,0.068757094,-0.682125132,-0.16129246,-1.021976331,-0.18113123,1.892201899,0.754055191,-0.02553395,-2.318310661,0.497268164,-0.033707065,-0.430491372,-1.175797069,-0.371578503,0.703120097,0.508097008,-0.304320047,0.813834121,0.855164592,-0.366957694,0.620453453,C,1
-0.034614299,0.09578719,1.327130235,-0.029467605,1.781932598,-1.321976805,-0.242574251,0.675465036,-0.187229723,-1.638537699,-1.835936917,0.62557191,1.456556523,-0.278786291,-0.202462581,1.933891123,0.539207746,0.650104274,0.091364208,0.650150204,0.158505331,0.988032542,-1.338009179,0.187932418,1.353763248,-0.832880766,0.889135571,0.934993515,-1.017634404,1.831824975,C,0
-1.099030801,-0.083100592,-0.84942512,-2.460049114,1.121426867,1.803249539,0.17909702,1.270602779,1.729339509,0.15757422,1.139936798,0.097885395,-1.224087739,1.413479144,-0.443926077,0.782189054,1.138749695,-0.920182353,-0.959833013,0.469705032,-0.482828731,-0.323904012,-0.043963815,-0.927105471,-0.668045983,0.245163125,0.278505949,-0.980710031,0.309641252,-1.28728262,B,1
-0.220455222,0.51243735,-0.972839256,-1.319941281,1.648498662,-1.808741419,-0.661886782,1.821782884,0.356223935,-0.734055375,-0.604694423,1.655349829,-0.816483988,0.564645955,0.377536385,-0.412288817,2.608368328,1.318441266,-0.234683009,0.125488845,-1.051907705,-0.002198099,-1.559004478,-0.043694492,1.134339065,-0.965098703,1.108641989,0.997523054,0.930396862,0.787996764,A,0
1.156580901,-0.20215686,-0.850850208,1.239770602,0.416281467,0.053083997,-1.542138675,-0.09124152,-0.563313532,0.435054534,-0.341982168,-0.90351578,-0.4048345,1.540538357,0.620655613,-0.178265477,-0.018306738,0.488742915,-0.666401398,1.000685915,-1.081411671,-0.481600739,-0.37205716,-0.808469518,-0.32235689,-1.505633664,-0.194106132,0.476905003,0.925847646,0.036787183,E,0
-0.69967856,0.004023072,-0.155351436,1.659088092,-0.540110632,0.66906529,0.353187437,0.478956196,0.512445986,-0.915997229,0.838655981,-0.866011545,-0.310625663,-0.181590028,0.230215083,-0.148035213,-0.158061887,-1.385293552,0.185891504,-0.147871036,-0.77122089,1.926956818,0.681388686,1.619658388,0.50008022,-0.399446892,0.251728286,0.511584715,0.360646531,-2.310970555,A,0
-1.269046232,2.552887958,-0.77358457,0.843937132,1.230408859,0.938586845,0.44700321,0.395484421,-0.878145706,-0.791509224,-2.02258697,-1.541870553,-0.26568708,-0.652040403,0.501537998,0.381110821,-0.692043366,-0.457195121,0.109232527,0.048669431,-0.544677151,-0.517068349,-0.862776736,-0.247214007,-0.772060994,1.194053592,-0.953363015,-0.210114282,-1.386085055,0.086088277,B,1
-0.723244035,-0.698993972,-0.955484606,-0.181305191,0.55677211,0.771178035,-0.324683174,0.705963318,0.247795525,0.286563068,-0.332238246,-0.110171981,1.337077865,-0.819220078,-0.780570599,-0.301136903,-0.61885552,-0.413625772,0.077678231,-0.974255025,-1.479982489,0.389208406,0.99357915,-1.104303723,1.37380134,-1.237990271,1.460095565,1.057835247,-2.769364823,0.72618929,D,0
0.808436089,-0.450545455,-0.630245561,1.087573392,2.178818147,0.836941738,0.519432205,-1.211416225,-0.558016731,-0.245068292,-0.239164452,0.559838988,1.33034449,0.748974238,-0.095920696,-0.479514834,0.948189997,0.08939066,-0.9260912,0.139708041,-0.324095609,-1.225424503,-0.790200633,0.955014449,-0.252554681,-0.723554414,0.032006362,2.370014185,-0.19786758,-1.236097407,C,0
1.992763581,-1.326504701,0.162287592,-0.839934498,0.551397234,-0.741699793,-2.066454515,1.704246996,-0.10859406,-0.759971826,0.42657819,-0.464089888,0.728751084,2.168074218,1.005000725,-0.226432251,1.718222103,1.379743537,-0.780462323,0.558903321,0.520893709,0.549213939,0.473245278,2.042073121,1.409398976,-1.97230834,1.693550001,0.858655263,-0.158156822,-0.254414385,B,0
0.622156136,0.353606145,-0.317845115,-0.060797126,-0.561511627,-1.629952949,1.330341239,0.129586935,0.448203161,0.738956217,1.123931287,0.624326739,2.372956706,1.009816794,0.29005694,1.3567711,0.74823853,0.501834602,-0.606278653,1.896514351,0.975133696,0.298952509,2.144570425,0.708723464,0.947931273,-0.895913564,0.876941669,1.331354493,-0.940960212,0.266176874,B,0
1.435443489,0.432087031,-2.38755518,0.203154663,-1.655102192,-0.155860704,1.214546271,0.598746934,0.243810656,-0.648094698,1.476558502,-1.286788051,-0.673473156,-0.021349485,0.320519168,2.149329639,1.427775819,1.113720495,0.232797976,-0.647319564,0.411623705,-1.113874161,-0.075208872,0.217934903,1.722492027,-0.731204789,0.956505079,1.562537181,0.237222901,1.147252882,B,0
-1.286089501,-0.087769321,-1.09898431,-0.323834551,0.123722362,-0.26766698,0.231769604,-0.382730922,-0.516290013,0.664350613,-0.879183367,1.61299197,0.569135838,-0.874576642,-0.163049791,0.615254581,0.462369788,-0.055785443,2.087502781,-1.095353312,-0.39834188,-1.00601444,0.40776435,-0.060481999,0.152409365,-0.573311543,-1.03957304,-2.338905376,0.057835141,-0.062884161,E,1
-0.971197592,0.019499118,0.929493712,1.811740398,-0.024735346,0.7795741,1.598169935,-0.767614587,-0.852018778,1.380015736,-1.411122054,1.627794662,0.754159634,2.185215066,0.997572249,-0.187079385,-0.30173757,-0.632632857,0.098162529,0.259254997,-0.041710883,-1.120275539,-1.792943186,-0.69923808,-0.835581635,0.535796261,-0.884384679,-0.370126286,-0.031728032,0.838362265,A,0
0.115365341,0.100972922,0.785803174,-0.047112111,-1.955234552,1.052967972,0.470949953,-0.704277532,0.278032589,-0.213351,-1.884118667,-0.761737412,0.118636197,1.053958242,0.529483936,0.76529914,-1.93809255,0.34291062,1.021957087,-0.832848459,0.756478351,-0.121204994,0.082579543,0.596512719,0.482311664,-0.850979131,1.186399406,0.410961344,1.282131558,-1.034190683,D,0
0.11644448,-1.703818104,0.97816164,-0.627944341,3.176964342,-0.862480489,1.978440141,0.049255858,-1.246795358,-1.513201563,0.9694692,-2.60837902,-0.646169898,2.095887355,-0.151949167,-1.942456001,-0.299807336,-0.728510778,0.028619422,1.355241587,-0.834925282,-0.128082936,-1.16597907,-1.428532153,-0.123065564,-1.582967663,0.456628517,-0.443630146,-0.817088394,0.486730286,D,0
-1.529735561,0.432093741,-0.345117261,0.009816109,1.535765919,-0.647344866,0.701717861,0.010501192,0.139581641,1.26909552,-0.520083259,-1.207550115,-1.518294597,0.597524519,0.702694852,0.405227929,1.474786315,1.46246638,-0.839514602,-0.745980827,-0.809325258,0.871440772,-1.178030663,-1.836449134,-0.341488421,0.257758211,0.79815976,0.621514741,1.433968995,-0.217629072,C,0
-0.395453204,-0.837761819,0.399734027,-2.505816608,-1.085990394,0.087661793,0.482315843,0.105274213,0.435719614,-0.211138189,1.457977534,1.517787331,0.906490985,-1.123856592,2.53846987,0.831896331,0.629016407,0.003964555,0.360411372,-0.353175971,0.81825634,-2.05735328,0.557288223,-0.61401915,-1.743168643,1.431118753,-0.073618803,0.340988303,1.568129717,1.621765512,E,0
-1.782884298,1.901408759,-1.316658014,-0.430496151,-1.226229465,2.098268806,0.479636679,0.712312731,1.918163504,0.380578204,1.430323086,0.470053998,0.540977029,-1.883564596,0.368287336,-1.068297536,1.453425457,-0.236800298,1.450065994,0.368448586,0.544722679,0.608690152,-0.316720689,0.524114516,0.738685122,2.101786283,0.804789866,-0.02728861,-0.224321747,-0.625145913,C,0
-0.433732741,0.839611305,-2.055609412,-0.014718243,1.238984913,1.303930913,-0.313353264,-2.072434287,-0.223918024,0.474920317,0.056456028,1.773442451,1.869361734,0.00814675,-0.610807086,-1.189033432,-1.175719296,-2.701984622,-1.634745684,-0.229243947,0.607481063,0.998907138,-1.250287286,-1.104288917,1.323717512,2.025046421,-0.455693476,0.4279993,0.232444866,-0.035449176,D,1
-0.196956088,-0.965646184,1.043413515,0.762463299,1.123246028,-0.131368397,-1.648775213,0.597869938,0.747279795,-1.019195709,2.240397544,0.81266716,-1.407037045,1.667129988,0.604385142,0.58568025,1.279363925,2.675911791,0.533918496,0.662615861,-2.173044022,0.681746885,0.532788125,0.798384476,-0.494573376,0.905122984,-0.949268754,-1.304611606,0.05313462,-0.111443057,E,0
-0.47252139,-0.27213071,-1.604404378,2.054077006,0.19895505,-0.713605803,-1.444909757,-1.297042216,0.502224773,-0.074272716,-0.914311369,1.143091479,0.332021922,-0.566230682,-0.43094281,0.160487198,-0.451236663,1.068323018,-0.700168491,0.692140922,-0.159053772,1.419712663,0.797640881,0.194680482,0.489171331,-1.303399203,-0.667453366,-1.606904809,1.45570281,-0.569453805,A,1
-0.211142345,0.716177872,1.533875794,-0.386127519,1.322470606,0.799942011,-1.196590679,-3.180254758,0.592974716,0.842119029,1.588483532,1.762693203,-0.736390171,0.420324809,1.058594869,1.536657501,-0.059616034,-1.33670797,-0.766270585,-1.462785455,-1.020005791,-1.988207646,1.181547067,-0.762129774,-2.554927665,-0.280776631,-0.931670029,1.573201344,-0.779930851,1.524948963,A,1
0.163218463,-1.208096284,-0.426775007,-0.227299802,-0.549239848,1.442284163,-0.052117474,-0.942951255,1.45351806,0.273146117,1.499688682,0.647830509,0.052079651,-1.589319814,0.119934101,-1.267611633,1.707485961,1.011679168,-2.127196028,0.84844456,-0.401555239,-2.38949071,0.277751733,-0.743090234,-0.338989856,0.571557598,0.814057623,-0.399168021,-0.496409507,-1.473676873,B,1
-0.037339003,0.290484798,-0.205757205,-0.633534431,-0.722512371,0.58582223,-0.312220588,1.467820904,-0.724771572,-0.221238358,-0.316375655,-0.348944325,0.48488901,1.097734196,-0.763250456,-0.552921311,-0.404857464,1.055949579,-1.024725044,-0.336319771,-2.613227725,-1.259590427,1.086146825,-1.791849023,0.012083136,-1.246163063,2.03840396,-0.543224367,-0.513096837,1.182329723,B,1
0.030065657,-1.287549452,-0.936854272,0.401334891,-1.343488652,1.099038254,-0.329997006,0.344965008,-1.898962405,1.654830236,0.149067602,-0.196282692,1.05846597,-0.508198415,-0.436689123,-0.262817861,0.478717053,0.432252031,-0.559477926,-0.636905624,-0.710712283,1.486909713,-1.478644875,0.055234473,-0.775416009,1.077766458,-0.945448276,1.334228578,0.160096325,0.679504472,D,0
-0.008750476,-2.079624457,-1.185223836,0.631476904,-1.7025461,0.866144924,-0.953425141,-1.923590109,0.726320702,1.881093492,0.052093703,-1.145163577,-1.441353061,-0.835136716,0.230690655,-0.90818375,-0.572124198,-1.378143477,-0.06273994,-0.229559054,0.510391263,-0.645314573,-0.722094026,2.017715634,-0.089685242,0.144746649,0.491617641,0.885088536,0.659823931,1.507563385,A,1
-2.733627042,-2.149086158,-0.209607269,0.537229736,1.469593159,0.838851029,-1.34862234,0.17941002,0.411254545,-0.067944668,0.074185066,-0.116675397,-2.246198527,-0.448869932,-0.173150238,-1.559136132,-0.29189284,-0.332510046,1.495989936,0.062123783,-0.013468085,-0.748548233,-1.750310304,-1.369355837,-0.144545479,0.118123502,-0.110501014,1.268279382,0.837869423,1.79421992,D,0
0.689220603,-1.222451529,0.380211046,-0.855543511,-0.658861013,0.408462155,0.168402525,-1.255115753,-1.022519325,-0.656109573,0.189424133,-0.215292704,0.199187902,0.267519217,0.394422973,0.181219425,-0.582331405,-1.281753635,-0.784893551,-1.242636676,0.039665999,-0.671006538,0.586489982,0.363801428,0.106397842,2.125088902,0.430982159,-0.579273774,0.733969959,-1.173019878,D,0
2.117049406,0.786426058,-0.761288046,1.728693312,0.841073199,-0.242406074,1.120773609,0.41229492,-1.101030993,0.837281052,0.843435464,0.248810042,-1.468393304,0.395149849,-0.876463183,-1.13059094,0.064184796,1.080066071,0.385116947,-0.224510623,0.817715218,0.070610885,-0.75337133,-0.366005768,0.143485994,-0.986493926,0.665924834,0.804193976,0.401955193,0.005148559,D,0
-2.150699924,-0.028408324,-0.496125342,0.721820509,0.600000842,0.36659363,1.147519264,0.545051973,0.020002793,1.34222282,0.653793994,0.007422286,-1.003393885,0.705950169,-0.506787217,-0.682590431,1.811784583,0.816376015,0.163049431,1.564987358,-0.632980613,-0.830705982,-1.654348052,-0.62241716,1.873889478,-0.647315517,0.647436055,0.859999542,-1.116890857,0.398002747,C,0
1.693163153,-0.59636537,0.224998428,0.588222074,-0.638989475,1.776657333,-0.80959866,1.160746378,-1.477581775,-1.054708161,-0.276444709,1.863129979,1.247927114,-0.770142996,0.016755668,-2.493600777,-0.299658936,1.244870212,0.99490944,-0.359131491,-0.099285822,0.051213687,0.528412357,-0.123498661,1.74904723,0.363853067,-1.361845875,0.013924431,0.428056325,1.103911876,A,0
-1.636900904,1.361015865,2.172728117,0.614653279,-1.062329031,1.514194496,-0.762265087,0.286928761,0.25537034,-0.427491789,2.315748274,-0.021525182,0.508795776,0.157397643,0.045277336,-0.129066225,-0.282606645,1.669013755,-0.401624298,-0.45326566,-0.913778754,0.801526998,0.940242448,-0.292986795,0.956233587,-0.213286286,-0.091653577,-0.722419645,-0.11581243,-0.179533567,C,0
0.925109213,1.152814704,1.414564623,0.817436672,-2.254893332,0.066766845,0.421725138,-0.252665179,0.123871202,0.458096014,0.460155464,0.840114921,0.587818751,-0.415033107,0.495300835,-0.218811024,-1.097811973,-0.99116421,-0.08127016,-0.280838117,-0.323932771,-0.249115519,2.643323238,-0.195641132,-1.926033848,-1.720981116,-0.575017778,0.093209608,0.182237906,-1.088737199,A,1
-1.510746184,-0.088884079,0.085651006,0.505205546,1.615995467,1.543863003,0.470502028,-0.376042131,0.059181039,-0.144207253,-0.160965215,-0.372068942,0.601924006,-3.207392418,-0.084768434,0.149111522,-0.700765544,0.195524014,-0.208474545,-1.057722526,0.843459461,0.850285519,0.551009061,-0.808226755,-0.674744879,0.839899843,1.546769789,-0.590611118,1.869272227,-0.427228338,A,0
1.211031997,0.37563379,-1.411049936,0.499027241,1.500852345,0.101462928,0.23386004,0.524710241,2.412547058,-0.215808242,-0.362550791,1.937894958,0.712862883,0.520774814,2.290425946,-0.442944069,-1.817635898,-1.192023139,0.032812681,0.103949973,-0.547215507,0.857589613,-0.5929331,2.673661825,1.723327287,0.279442869,-1.004811023,-0.139718812,0.128413527,0.904273893,C,0
-2.219386258,2.355451067,0.620297132,1.167946057,2.0316838,-0.917830261,-1.599815364,0.624683492,-0.325150311,-2.528644721,0.16765906,0.804588773,0.097610984,-0.807512346,0.533660957,0.885831658,0.037811765,-0.177668891,-0.369656073,1.428919549,-1.180241383,-0.174870397,-0.233424149,0.53053957,-1.63033888,-0.439751662,-0.971844062,0.902821701,-0.099436203,0.024996093,C,0
-0.047943752,-1.686435527,1.492280488,0.520548627,-0.163178091,-1.128587702,-1.116902044,-0.423269072,0.842140807,-0.953003444,-0.235460498,1.101200097,0.95479699,0.508905137,-0.121202205,0.400950216,-0.745228673,-0.634266855,0.45066457,-0.784312176,-0.646982349,0.214327728,-0.598830934,0.832142754,-0.104292999,-0.385027874,-0.672821431,1.755114171,-0.936181555,1.431629835,A,0
0.22351038,0.082083041,1.164962318,0.354493004,-0.226741315,1.792027179,-1.815959129,1.111296876,-0.197727213,-1.946869536,1.880464109,-0.589290881,-0.53860645,-1.287753311,-0.463800144,0.229388521,0.402173196,0.763046488,-1.269087604,0.248189073,-1.108130245,0.368949983,-1.086557366,0.98473981,-0.185366787,1.454902798,-0.954192919,0.260149956,0.693376218,0.363736599,B,0
